,,봄 ( 3 ~ 5 ) ,*,*,여  름 ( 6 ~ 8 ) ,*,*,가  을 ( 9 ~ 11 ) ,*,*,겨  을 ( 12 ~ 2 ) ,*,*,
적용일자,발전기명,평일,토요일,휴일,평일,토요일,휴일,평일,토요일,휴일,평일,토요일,휴일
2024-07-01,당진#6,1.0005,1.0018,1.0026,1.0028,1.0005,1.0004,1.0054,1.005,1.01,1.0042,1.0039,1.0033
2024-07-01,당진#7,1.0005,1.0018,1.0026,1.0028,1.0005,1.0004,1.0054,1.005,1.01,1.0042,1.0039,1.0033
2024-07-01,당진#8,1.0005,1.0018,1.0026,1.0028,1.0005,1.0004,1.0054,1.005,1.01,1.0042,1.0039,1.0033
2024-07-01,영흥#1,1.0095,1.0075,1.0077,1.0148,1.0081,1.0076,1.0122,1.008,1.0076,1.0139,1.0103,1.0064
2024-07-01,영흥#2,1.0095,1.0075,1.0077,1.0148,1.0081,1.0076,1.0122,1.008,1.0076,1.0139,1.0103,1.0064
2024-07-01,영흥#3,1.0095,1.0075,1.0077,1.0148,1.0081,1.0076,1.0122,1.008,1.0076,1.0139,1.0103,1.0064
2024-07-01,영흥#4,1.0095,1.0075,1.0077,1.0148,1.0081,1.0076,1.0122,1.008,1.0076,1.0139,1.0103,1.0064
2024-07-01,영흥#5,1.0097,1.0076,1.0077,1.0148,1.0081,1.0078,1.0123,1.008,1.0078,1.0138,1.0103,1.0065
2024-07-01,영흥#6,1.0097,1.0076,1.0077,1.0148,1.0081,1.0078,1.0123,1.008,1.0078,1.0138,1.0103,1.0065
2024-07-01,태안#9,0.9906,0.9945,0.9951,0.9876,0.9885,0.9888,0.9923,0.9933,1.0007,0.9901,0.992,0.9928
2024-07-01,태안#10,0.9906,0.9945,0.9951,0.9876,0.9885,0.9888,0.9923,0.9933,1.0007,0.9901,0.992,0.9928
2024-07-01,고리#2,1.0015,0.9914,0.9877,1.0234,1.0095,1.0043,0.9975,0.9841,0.9716,1.0086,0.9937,0.9805
2024-07-01,고리#3,1.0019,0.9918,0.9879,1.0234,1.0095,1.0043,0.9975,0.9841,0.9716,1.0086,0.9937,0.9805
2024-07-01,고리#4,1.0019,0.9918,0.9879,1.0234,1.0095,1.0043,0.9975,0.9841,0.9716,1.0086,0.9937,0.9805
2024-07-01,신고리#1,1.0019,0.9919,0.9881,1.0232,1.0094,1.0041,0.9978,0.9846,0.972,1.009,0.9942,0.981
2024-07-01,신고리#2,1.0019,0.9919,0.9881,1.0232,1.0094,1.0041,0.9978,0.9846,0.972,1.009,0.9942,0.981
2024-07-01,신고리#3,1.0019,0.9919,0.9881,1.0232,1.0094,1.0041,0.9978,0.9846,0.972,1.009,0.9942,0.981
2024-07-01,신고리#4,1.0019,0.9919,0.9881,1.0232,1.0094,1.0041,0.9978,0.9846,0.972,1.009,0.9942,0.981
2024-07-01,월성#2,1.0006,0.9908,0.9877,1.0208,1.0071,1.0024,0.9978,0.9849,0.9724,1.0124,0.9973,0.9847
2024-07-01,월성#3,0.9991,0.9901,0.9864,1.0184,1.0051,1.0006,0.9942,0.9811,0.9688,1.0098,0.9949,0.9825
2024-07-01,월성#4,0.9991,0.9901,0.9864,1.0184,1.0051,1.0006,0.9942,0.9811,0.9688,1.0098,0.9949,0.9825
2024-07-01,신월성#1,0.9975,0.9898,0.9868,1.0158,1.0026,0.9989,0.995,0.983,0.9719,1.0115,0.9965,0.9857
2024-07-01,신월성#2,0.9975,0.9898,0.9868,1.0158,1.0026,0.9989,0.995,0.983,0.9719,1.0115,0.9965,0.9857
2024-07-01,한빛#1,0.9681,0.9627,0.962,0.9879,0.9786,0.976,0.9856,0.9763,0.9685,0.9979,0.9916,0.9825
2024-07-01,한빛#2,0.9681,0.9627,0.962,0.9879,0.9786,0.976,0.9856,0.9763,0.9685,0.9979,0.9916,0.9825
2024-07-01,한빛#3,0.9693,0.9644,0.9638,0.9871,0.9786,0.9762,0.9842,0.9757,0.9683,0.9962,0.9896,0.9811
2024-07-01,한빛#4,0.9693,0.9644,0.9638,0.9871,0.9786,0.9762,0.9842,0.9757,0.9683,0.9962,0.9896,0.9811
2024-07-01,한빛#5,0.9712,0.9667,0.9662,0.9866,0.9788,0.9766,0.9838,0.9763,0.9696,0.9925,0.9868,0.9792
2024-07-01,한빛#6,0.9712,0.9667,0.9662,0.9866,0.9788,0.9766,0.9838,0.9763,0.9696,0.9925,0.9868,0.9792
2024-07-01,한울#1,0.9691,0.9715,0.9746,0.9707,0.9653,0.9649,0.9734,0.9724,0.9811,0.9776,0.9732,0.9729
2024-07-01,한울#2,0.9691,0.9715,0.9746,0.9707,0.9653,0.9649,0.9734,0.9724,0.9811,0.9776,0.9732,0.9729
2024-07-01,한울#3,0.9693,0.9717,0.9747,0.9709,0.9655,0.9651,0.9735,0.973,0.9814,0.9778,0.9733,0.973
2024-07-01,한울#4,0.9693,0.9717,0.9747,0.9709,0.9655,0.9651,0.9735,0.973,0.9814,0.9778,0.9733,0.973
2024-07-01,한울#5,0.975,0.977,0.9794,0.9784,0.973,0.9727,0.9808,0.9796,0.9872,0.9839,0.98,0.9793
2024-07-01,한울#6,0.975,0.977,0.9794,0.9784,0.973,0.9727,0.9808,0.9796,0.9872,0.9839,0.98,0.9793
2024-07-01,신한울#1,0.978,0.9797,0.9818,0.9821,0.9766,0.9764,0.9841,0.9828,0.9899,0.9849,0.9814,0.9805
2024-07-01,양산열병합,1.0153,1.0037,1.0003,1.0379,1.0208,1.0187,1.0108,0.9942,0.9826,1.0193,1.0038,0.9899
2024-07-01,신한울#2,0.978,0.9797,0.9818,0.9821,0.9766,0.9764,0.9841,0.9828,0.9899,0.9849,0.9814,0.9805
2024-07-01,신세종열병합CC,1.0088,1.0062,1.0054,1.0189,1.0127,1.0109,1.0167,1.0108,1.009,1.02,1.0141,1.0092
2024-07-01,남제주#1,0.9991,0.9974,0.9998,1.0017,1.0019,1.0021,1.0013,1.0003,1.0021,0.9999,1.001,1
2024-07-01,남제주#2,0.9991,0.9974,0.9998,1.0017,1.0019,1.0021,1.0013,1.0003,1.0021,0.9999,1.001,1
2024-07-01,제주화력#2,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-01,제주화력#3,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-01,제주복합1CC,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-01,제주복합2CC,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-01,한림복합CC,0.9994,0.9982,1.0001,1.0017,1.002,1.0019,1.0007,0.9993,1.0014,0.9992,0.9995,0.9994
2024-07-01,제주내연#1,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-01,제주내연#2,1,1,1,1,1,1,1,1,1,1,1,1
2024-07-01,대전서남부열병합,1.0102,1.0079,1.0061,1.0198,1.0127,1.0111,1.0169,1.0111,1.0094,1.0215,1.017,1.0118
2024-07-01,대전3,4공단,1.0126,1.0083,1.009,1.0254,1.0166,1.0155,1.0233,1.0145,1.0124,1.0295,1.0212,1.0177
2024-07-01,김포열병합CC,1.0081,1.008,1.0058,1.0157,1.0093,1.0098,1.0153,1.0149,1.0134,1.0178,1.0172,1.0147
2024-07-01,내포열병합CC,0.9998,0.9972,1.0013,1.0005,0.997,0.9986,1.0011,0.9987,1.0018,1.0036,1.0024,1.001
2024-07-01,여주복합CC,1.0114,1.0132,1.0115,1.0162,1.006,1.0084,1.0149,1.0111,1.0164,1.0162,1.0086,1.0099
2024-05-01,삼척화력#1,0.9809,0.9753,0.9782,0.9702,0.9663,0.966,0.9683,0.9658,0.9657,0.9768,0.9753,0.975
